method,postprocessed,milp_step_size,query_type,num_relations,graph_type,problem,baseline_cost,thres_config,penalty_scaling,num_iterations,optimisation_time_in_ms,cost,normalised_cost
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,2,8891676664062780,thres_config_6,2,1000000,23449.00011062622,8891676664062780,1.0
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,2,8891676664062780,thres_config_6,2,1000000,60000,8891676664062780,1.0
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,1,354525969313219,1.0097662940060521
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,60000,354525969313219,1.0097662940060521
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,1,354525969313219,1.0097662940060521
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,60000,354525969313219,1.0097662940060521
milp,n/a,100,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,30029,559915499076810,1.5947598974331565
milp,n/a,100,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,40031,559915416102216,1.5947596611036474
milp,n/a,100,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,50051,559912778564421,1.594752148828116
milp,n/a,100,steinbrunn,38,CHAIN,3,351097052276033,n/a,n/a,n/a,60000,559912778564421,1.594752148828116
annealing_quadratic,1,n/a,steinbrunn,38,CHAIN,3,351097052276033,thres_config_5,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,3,351097052276033,thres_config_5,2,1000000,2394.986566543579,354355366053585,1.0092803791898268
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,3,351097052276033,thres_config_5,2,1000000,4936.011009216309,351097052276033,1.0
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,3,351097052276033,thres_config_5,2,1000000,60000,351097052276033,1.0
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,0,4349619512835,1.0
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,60000,4349619512835,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,1,4349619512835,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,60000,4349619512835,1.0
milp,n/a,2,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,100,66597447021671,15.311097171868267
milp,n/a,2,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,8014,66597446836331,15.311097129257645
milp,n/a,2,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,10016,66597446102599,15.311096960568866
milp,n/a,2,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,20023,4724731139577,1.086240101147953
milp,n/a,2,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,30027,4706735388078,1.0821027848962905
milp,n/a,2,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,50022,4349682705492,1.0000145283183537
milp,n/a,2,steinbrunn,38,CHAIN,4,4349619512835,n/a,n/a,n/a,60000,4349682705492,1.0000145283183537
annealing_quadratic,1,n/a,steinbrunn,38,CHAIN,4,4349619512835,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,4,4349619512835,thres_config_12,2,1000000,2328.999683380127,4349619714335,1.0000000463258911
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,4,4349619512835,thres_config_12,2,1000000,9984.999841690063,4349619520888,1.0000000018514263
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,4,4349619512835,thres_config_12,2,1000000,60000,4349619520888,1.0000000018514263
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,0,539909238971580,4.009320257649848
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,60000,539909238971580,4.009320257649848
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,1,539909238971580,4.009320257649848
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,60000,539909238971580,4.009320257649848
milp,n/a,100,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,52,1199543821690689,8.907710772655168
milp,n/a,100,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,20014,1197824126447188,8.89494046150086
milp,n/a,100,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,30021,135682051117713,1.007563414143324
milp,n/a,100,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,50032,134689917832098,1.0001959164359653
milp,n/a,100,steinbrunn,38,CHAIN,5,134663535032260,n/a,n/a,n/a,60000,134689917832098,1.0001959164359653
annealing_quadratic,1,n/a,steinbrunn,38,CHAIN,5,134663535032260,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,5,134663535032260,thres_config_12,2,1000000,1947.997947692871,134665335499575,1.0000133701177127
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,5,134663535032260,thres_config_12,2,1000000,7761.000881195068,134665335499029,1.0000133701136582
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,5,134663535032260,thres_config_12,2,1000000,17826.00154876709,134663535032260,1.0
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,5,134663535032260,thres_config_12,2,1000000,60000,134663535032260,1.0
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,6,870266448791161,n/a,n/a,n/a,0,870266448791161,1.0
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,6,870266448791161,n/a,n/a,n/a,60000,870266448791161,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,6,870266448791161,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,6,870266448791161,n/a,n/a,n/a,1,870266448791161,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,6,870266448791161,n/a,n/a,n/a,60000,870266448791161,1.0
milp,n/a,100,steinbrunn,38,CHAIN,6,870266448791161,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,38,CHAIN,6,870266448791161,n/a,n/a,n/a,60000,n/a,20
annealing_quadratic,1,n/a,steinbrunn,38,CHAIN,6,870266448791161,thres_config_5,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,6,870266448791161,thres_config_5,2,1000000,2627.035306930542,870300715812620,1.000039375321784
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,6,870266448791161,thres_config_5,2,1000000,4632.015151977539,870300688523983,1.000039343965138
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,6,870266448791161,thres_config_5,2,1000000,9508.11566734314,870266457174087,1.000000009632597
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,6,870266448791161,thres_config_5,2,1000000,60000,870266457174087,1.000000009632597
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,0,3571625808962,1.0
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,60000,3571625808962,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,1,3571625808962,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,60000,3571625808962,1.0
milp,n/a,100,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,53,46089947836432,12.904472725217214
milp,n/a,100,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,50025,46089882398517,12.904454403612853
milp,n/a,100,steinbrunn,38,CHAIN,7,3571625808962,n/a,n/a,n/a,60000,46089882398517,12.904454403612853
annealing_quadratic,1,n/a,steinbrunn,38,CHAIN,7,3571625808962,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,7,3571625808962,thres_config_12,2,1000000,2056.995553970337,3572600768038,1.0002729734659084
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,7,3571625808962,thres_config_12,2,1000000,60000,3572600768038,1.0002729734659084
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,1,311441700812418,1.2005497338571705
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,60000,311441700812418,1.2005497338571705
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,1,311441700812418,1.2005497338571705
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,60000,311441700812418,1.2005497338571705
milp,n/a,100,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,51,896167455101304,3.454558580006411
milp,n/a,100,steinbrunn,38,CHAIN,8,259415909253344,n/a,n/a,n/a,60000,896167455101304,3.454558580006411
annealing_quadratic,1,n/a,steinbrunn,38,CHAIN,8,259415909253344,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,8,259415909253344,thres_config_12,2,1000000,2304.997699737549,308068023808877,1.1875448375373912
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,8,259415909253344,thres_config_12,2,1000000,7035.98397064209,259415909253344,1.0
annealing_quadratic,False,n/a,steinbrunn,38,CHAIN,8,259415909253344,thres_config_12,2,1000000,60000,259415909253344,1.0
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,9,1072467553656,n/a,n/a,n/a,0,1072467553656,1.0
ikkbz,n/a,n/a,steinbrunn,38,CHAIN,9,1072467553656,n/a,n/a,n/a,60000,1072467553656,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,9,1072467553656,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,9,1072467553656,n/a,n/a,n/a,1,1072467553656,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CHAIN,9,1072467553656,n/a,n/a,n/a,60000,1072467553656,1.0
milp,n/a,100,steinbrunn,38,CHAIN,9,1072467553656,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,38,CHAIN,9,1072467553656,n/a,n/a,n/a,51,29628765738400,20
milp,n/a,100,steinbrunn,38,CHAIN,9,1072467553656,n/a,n/a,n/a,60000,29628765738400,20
annealing_quadratic,1,n/a,steinbrunn,38,CHAIN,9,1072467553656,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,9,1072467553656,thres_config_12,2,1000000,2054.9972286224365,1096521646384,1.0224287370242582
annealing_quadratic,True,n/a,steinbrunn,38,CHAIN,9,1072467553656,thres_config_12,2,1000000,60000,1096521646384,1.0224287370242582
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,1,9018153512491,1.020216339453067
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,60000,9018153512491,1.020216339453067
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,1,9018153512491,1.020216339453067
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,60000,9018153512491,1.020216339453067
milp,n/a,100,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,55,366019254321011,20
milp,n/a,100,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,40042,358595245169668,20
milp,n/a,100,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,50057,92643557610968,10.480689987019716
milp,n/a,100,steinbrunn,42,CHAIN,0,8839452147302,n/a,n/a,n/a,60000,92643557610968,10.480689987019716
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,0,8839452147302,thres_config_5,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,0,8839452147302,thres_config_5,2,1000000,3194.000326156616,8860093308501,1.002335117703567
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,0,8839452147302,thres_config_5,2,1000000,5864.000059127808,8839452147302,1.0
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,0,8839452147302,thres_config_5,2,1000000,60000,8839452147302,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,1,177020242672540,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,60000,177020242672540,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,1,177020242672540,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,60000,177020242672540,1.0
milp,n/a,100,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,56,620533036627995,3.505435464665388
milp,n/a,100,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,20020,428203477040250,2.4189520394701978
milp,n/a,100,steinbrunn,42,CHAIN,1,177020242672540,n/a,n/a,n/a,60000,428203477040250,2.4189520394701978
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,1,177020242672540,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,1,177020242672540,thres_config_12,2,1000000,3105.014051437378,177020242672540,1.0
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,1,177020242672540,thres_config_12,2,1000000,60000,177020242672540,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,1,130769191726526,1.021482972715479
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,60000,130769191726526,1.021482972715479
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,1,130769191726526,1.021482972715479
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,60000,130769191726526,1.021482972715479
milp,n/a,100,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,53,147431783310623,1.1516401860449148
milp,n/a,100,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,30023,146850356751448,1.1470984639294806
milp,n/a,100,steinbrunn,42,CHAIN,2,128018963819723,n/a,n/a,n/a,60000,146850356751448,1.1470984639294806
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,2,128018963819723,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,2,128018963819723,thres_config_4,2,1000000,3256.000020980835,143602628669996,1.1217293468506588
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,2,128018963819723,thres_config_4,2,1000000,5831.998508453369,128018963819723,1.0
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,2,128018963819723,thres_config_4,2,1000000,60000,128018963819723,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,3,34544386904786152,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,3,34544386904786152,n/a,n/a,n/a,1,34544386904786152,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,3,34544386904786152,n/a,n/a,n/a,60000,34544386904786152,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,3,34544386904786152,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,3,34544386904786152,n/a,n/a,n/a,1,34544386904786152,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,3,34544386904786152,n/a,n/a,n/a,60000,34544386904786152,1.0
milp,n/a,100,steinbrunn,42,CHAIN,3,34544386904786152,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,3,34544386904786152,n/a,n/a,n/a,60000,n/a,20
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,3,34544386904786152,thres_config_6,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,3,34544386904786152,thres_config_6,2,1000000,3380.098045349121,34544417137536564,1.0000008751856124
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,3,34544386904786152,thres_config_6,2,1000000,6191.9970779418945,34544417137532488,1.0000008751854945
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,3,34544386904786152,thres_config_6,2,1000000,15624.000089645386,34544417137362220,1.0000008751805656
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,3,34544386904786152,thres_config_6,2,1000000,60000,34544417137362220,1.0000008751805656
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,4,1119933380563289,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,4,1119933380563289,n/a,n/a,n/a,1,1119933380563289,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,4,1119933380563289,n/a,n/a,n/a,60000,1119933380563289,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,4,1119933380563289,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,4,1119933380563289,n/a,n/a,n/a,1,1119933380563289,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,4,1119933380563289,n/a,n/a,n/a,60000,1119933380563289,1.0
milp,n/a,100,steinbrunn,42,CHAIN,4,1119933380563289,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,4,1119933380563289,n/a,n/a,n/a,60000,n/a,20
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,4,1119933380563289,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,4,1119933380563289,thres_config_12,2,1000000,2885.00004196167,1119933380563289,1.0
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,4,1119933380563289,thres_config_12,2,1000000,60000,1119933380563289,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,5,945140712877771,n/a,n/a,n/a,0,945140712877771,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,5,945140712877771,n/a,n/a,n/a,60000,945140712877771,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,5,945140712877771,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,5,945140712877771,n/a,n/a,n/a,1,945140712877771,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,5,945140712877771,n/a,n/a,n/a,60000,945140712877771,1.0
milp,n/a,100,steinbrunn,42,CHAIN,5,945140712877771,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,5,945140712877771,n/a,n/a,n/a,55,3307765443601096,3.499759769663915
milp,n/a,100,steinbrunn,42,CHAIN,5,945140712877771,n/a,n/a,n/a,60000,3307765443601096,3.499759769663915
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,5,945140712877771,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,5,945140712877771,thres_config_4,2,1000000,3046.001871109009,946910078499776,1.0018720658182396
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,5,945140712877771,thres_config_4,2,1000000,26584.984090805054,946910078258422,1.0018720655628766
annealing_quadratic,True,n/a,steinbrunn,42,CHAIN,5,945140712877771,thres_config_4,2,1000000,60000,946910078258422,1.0018720655628766
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,1,111787063843820,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,60000,111787063843820,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,1,111787063843820,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,60000,111787063843820,1.0
milp,n/a,100,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,56,1043651389465280,9.336065852157875
milp,n/a,100,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,40149,381185972392029,3.4099291929215685
milp,n/a,100,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,50050,319126741167171,2.854773443312095
milp,n/a,100,steinbrunn,42,CHAIN,6,111787063843820,n/a,n/a,n/a,60000,319126741167171,2.854773443312095
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,6,111787063843820,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,6,111787063843820,thres_config_12,2,1000000,2980.0159492492676,111850832958610,1.0005704516479572
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,6,111787063843820,thres_config_12,2,1000000,5444.03041267395,111844820430604,1.0005166661042704
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,6,111787063843820,thres_config_12,2,1000000,7606.000093460083,111842794076281,1.0004985391917876
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,6,111787063843820,thres_config_12,2,1000000,60000,111842794076281,1.0004985391917876
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,7,15295229587910566,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,7,15295229587910566,n/a,n/a,n/a,1,55265673339969208,3.6132620973307588
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,7,15295229587910566,n/a,n/a,n/a,60000,55265673339969208,3.6132620973307588
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,7,15295229587910566,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,7,15295229587910566,n/a,n/a,n/a,1,55265673339969208,3.6132620973307588
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,7,15295229587910566,n/a,n/a,n/a,60000,55265673339969208,3.6132620973307588
milp,n/a,100,steinbrunn,42,CHAIN,7,15295229587910566,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,7,15295229587910566,n/a,n/a,n/a,60000,n/a,20
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,7,15295229587910566,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,7,15295229587910566,thres_config_12,2,1000000,2629.9974689483643,15295229587910566,1.0
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,7,15295229587910566,thres_config_12,2,1000000,60000,15295229587910566,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,1,1435269168420451,1.4165157366477106
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,60000,1435269168420451,1.4165157366477106
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,1,1435269168420451,1.4165157366477106
dpsizelinear,n/a,n/a,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,60000,1435269168420451,1.4165157366477106
milp,n/a,100,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,10022,2671960791107706,2.637048570112517
milp,n/a,100,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,20007,2671955682849730,2.6370435285997686
milp,n/a,100,steinbrunn,42,CHAIN,8,1013239127026659,n/a,n/a,n/a,60000,2671955682849730,2.6370435285997686
annealing_quadratic,1,n/a,steinbrunn,42,CHAIN,8,1013239127026659,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,8,1013239127026659,thres_config_4,2,1000000,3165.9997596740723,1014389641041781,1.0011354812348179
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,8,1013239127026659,thres_config_4,2,1000000,8998.999897003174,1013333293865631,1.000092936441616
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,8,1013239127026659,thres_config_4,2,1000000,12112.000015258789,1013239127026659,1.0
annealing_quadratic,False,n/a,steinbrunn,42,CHAIN,8,1013239127026659,thres_config_4,2,1000000,60000,1013239127026659,1.0
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,9,127599796675553,n/a,n/a,n/a,0,n/a,20
ikkbz,n/a,n/a,steinbrunn,42,CHAIN,9,127599796675553,n/a,n/a,n/a,1,1066599997344238,8.358947468045528
