method,num_relations,graph_type,problem,baseline_cost,optimisation_time_in_ms,cost,normalised_cost
genetic,50,CHAIN,6,2.471083982958956e+16,54797,4.7029388211031206e+17,19.031885818270204
ikkbz,50,CHAIN,6,2.471083982958956e+16,1,2.472836682405872e+16,1.0007092836419171
milp,50,CHAIN,6,2.471083982958956e+16,n/a,n/a,20
minsel,50,CHAIN,6,2.471083982958956e+16,2,2.472836682405872e+16,1.0007092836419171
simulated_annealing_quadratic,50,CHAIN,6,2.471083982958956e+16,49582.571029663086,2.472836682405872e+16,1.0007092836419171
digital_annealing_legacy,50,CHAIN,7,1.4450486643298762e+16,35975.465467453,1.4631548526588516e+16,1.0125298121619815
digital_annealing_quadratic,50,CHAIN,7,1.4450486643298762e+16,19997.57953262329,1.4450486643298762e+16,1.0
dpsizelinear,50,CHAIN,7,1.4450486643298762e+16,2,1.4450486643298762e+16,1.0
genetic,50,CHAIN,7,1.4450486643298762e+16,56234,1.0307953813366306e+17,7.133291817647189
ikkbz,50,CHAIN,7,1.4450486643298762e+16,1,1.4450486643298762e+16,1.0
milp,50,CHAIN,7,1.4450486643298762e+16,n/a,n/a,20
minsel,50,CHAIN,7,1.4450486643298762e+16,2,2.3974408332874736e+16,1.6590727305362118
simulated_annealing_quadratic,50,CHAIN,7,1.4450486643298762e+16,53059.560775756836,1.4631578313802456e+16,1.012531873491449
digital_annealing_legacy,50,CHAIN,8,1.3557744523867739e+21,57599.00301742554,8.720742455155219e+21,6.432295902760805
digital_annealing_quadratic,50,CHAIN,8,1.3557744523867739e+21,5239.863901138306,1.3557744523867739e+21,1.0
dpsizelinear,50,CHAIN,8,1.3557744523867739e+21,2,8.686667601698955e+21,6.4071627743143456
genetic,50,CHAIN,8,1.3557744523867739e+21,56323,1.3571917344551535e+21,1.0010453671448702
ikkbz,50,CHAIN,8,1.3557744523867739e+21,1,8.686667601698957e+21,6.407162774314347
milp,50,CHAIN,8,1.3557744523867739e+21,n/a,n/a,20
minsel,50,CHAIN,8,1.3557744523867739e+21,2,1.207282827154883e+22,8.904746840667498
simulated_annealing_quadratic,50,CHAIN,8,1.3557744523867739e+21,39665.42887687683,8.720742451243332e+21,6.432295899875452
digital_annealing_legacy,50,CHAIN,9,5.259011651595308e+22,17105.26421356201,5.259011651595314e+22,1.000000000000001
digital_annealing_quadratic,50,CHAIN,9,5.259011651595308e+22,14962.424661636353,5.259011651595308e+22,1.0
dpsizelinear,50,CHAIN,9,5.259011651595308e+22,2,5.259011651595308e+22,1.0
genetic,50,CHAIN,9,5.259011651595308e+22,49240,6.112196549897331e+22,1.1622329355446877
ikkbz,50,CHAIN,9,5.259011651595308e+22,1,5.259011651595314e+22,1.000000000000001
milp,50,CHAIN,9,5.259011651595308e+22,n/a,n/a,20
minsel,50,CHAIN,9,5.259011651595308e+22,1,5.259012135879944e+22,1.0000000920866254
simulated_annealing_quadratic,50,CHAIN,9,5.259011651595308e+22,48071.73156738281,5.259011651595308e+22,1.0
digital_annealing_legacy,18,CYCLE,0,53653073.97112721,3675.164894104004,53653073.97112721,1.0000000181001227
digital_annealing_quadratic,18,CYCLE,0,53653073.97112721,478.0,53653073.97112721,1.0000000181001227
dpsizelinear,18,CYCLE,0,53653073.97112721,0,53653073.97112721,1.0000000181001227
genetic,18,CYCLE,0,53653073.97112721,57931,73139072.59092307,1.3631851542021287
ikkbz,18,CYCLE,0,53653073.97112721,0,53653073.97112721,1.0000000181001227
milp,18,CYCLE,0,53653073.97112721,601,53653073.97112721,1.0000000181001227
minsel,18,CYCLE,0,53653073.97112721,0,53653073.97112721,1.0000000181001227
simulated_annealing_quadratic,18,CYCLE,0,53653073.97112721,4090.097188949585,53653073.97112721,1.0000000181001227
digital_annealing_legacy,18,CYCLE,1,102066.47726586451,738.0,102066.47726586451,1.0000046760514227
digital_annealing_quadratic,18,CYCLE,1,102066.47726586451,496.5024948120117,102066.47726586451,1.0000046760514227
dpsizelinear,18,CYCLE,1,102066.47726586451,0,102066.47726586451,1.0000046760514227
genetic,18,CYCLE,1,102066.47726586451,7984,102246.19797000842,1.0017655043796017
ikkbz,18,CYCLE,1,102066.47726586451,0,4705112.043593176,20
milp,18,CYCLE,1,102066.47726586451,51,102066.47726586451,1.0000046760514227
minsel,18,CYCLE,1,102066.47726586451,0,102066.47726586451,1.0000046760514227
simulated_annealing_quadratic,18,CYCLE,1,102066.47726586451,2978.5683155059814,102066.47726586451,1.0000046760514227
digital_annealing_legacy,18,CYCLE,2,946236.3260196769,45299.44016647339,946459.3038309775,1.0002359916880963
digital_annealing_quadratic,18,CYCLE,2,946236.3260196769,463.0,946236.3260196769,1.0000003445437258
dpsizelinear,18,CYCLE,2,946236.3260196769,0,946236.3260196769,1.0000003445437258
genetic,18,CYCLE,2,946236.3260196769,12108,964097.8549414042,1.0188767442175146
ikkbz,18,CYCLE,2,946236.3260196769,0,140757802.2291987,20
milp,18,CYCLE,2,946236.3260196769,407,946546.2873071562,1.0003279174615596
minsel,18,CYCLE,2,946236.3260196769,0,947030.3475584218,1.0008394814384802
simulated_annealing_quadratic,18,CYCLE,2,946236.3260196769,16638.537406921387,946236.3260196769,1.0000003445437258
digital_annealing_legacy,18,CYCLE,3,188644.87164034578,3735.6960105895996,213779.30271261913,1.1332419939813572
digital_annealing_quadratic,18,CYCLE,3,188644.87164034578,941.5783939361572,208621.04858065344,1.105898139249875
dpsizelinear,18,CYCLE,3,188644.87164034578,0,188644.87164034578,1.0000046205569526
genetic,18,CYCLE,3,188644.87164034578,6387,355294.86575966113,1.8834146103754221
ikkbz,18,CYCLE,3,188644.87164034578,0,188644.87164034578,1.0000046205569526
milp,18,CYCLE,3,188644.87164034578,6036,188644.87164034578,1.0000046205569526
minsel,18,CYCLE,3,188644.87164034578,0,560213.6600918451,2.9696871360437918
simulated_annealing_quadratic,18,CYCLE,3,188644.87164034578,5555.616140365601,188644.87164034578,1.0000046205569526
digital_annealing_legacy,18,CYCLE,4,3408071.585607318,2367.0,3408071.585607318,1.0000001718295535
digital_annealing_quadratic,18,CYCLE,4,3408071.585607318,494.9650993347168,3408071.585607318,1.0000001718295535
dpsizelinear,18,CYCLE,4,3408071.585607318,0,3408071.585607318,1.0000001718295535
genetic,18,CYCLE,4,3408071.585607318,10995,5638002.628496331,1.6543090295056444
ikkbz,18,CYCLE,4,3408071.585607318,0,6363805.815434649,1.8672750114169125
milp,18,CYCLE,4,3408071.585607318,7650,3408071.585607318,1.0000001718295535
minsel,18,CYCLE,4,3408071.585607318,0,3770471.8110037902,1.106336050805218
simulated_annealing_quadratic,18,CYCLE,4,3408071.585607318,10588.43970298767,3408071.585607318,1.0000001718295535
digital_annealing_legacy,18,CYCLE,5,21452050.798856836,5625.069444656372,21464517.71896093,1.00058119009423
digital_annealing_quadratic,18,CYCLE,5,21452050.798856836,506.3483123779297,21452050.798856836,1.000000037239184
dpsizelinear,18,CYCLE,5,21452050.798856836,0,21452050.798856836,1.000000037239184
genetic,18,CYCLE,5,21452050.798856836,1124,24146387.128250316,1.1255981189793198
ikkbz,18,CYCLE,5,21452050.798856836,0,24040378.808651038,1.1206564784554873
milp,18,CYCLE,5,21452050.798856836,2003,21452050.798856836,1.000000037239184
minsel,18,CYCLE,5,21452050.798856836,0,54221789.12095628,2.5275807729777005
simulated_annealing_quadratic,18,CYCLE,5,21452050.798856836,23702.689170837402,21452050.798856836,1.000000037239184
digital_annealing_legacy,18,CYCLE,6,4923102.371941968,4567.4913539886475,4923102.371941968,1.0000000755503273
digital_annealing_quadratic,18,CYCLE,6,4923102.371941968,1890.5089225769043,4923102.371941968,1.0000000755503273
dpsizelinear,18,CYCLE,6,4923102.371941968,0,4923102.371941968,1.0000000755503273
genetic,18,CYCLE,6,4923102.371941968,8133,5061347.348117539,1.02808094329907
ikkbz,18,CYCLE,6,4923102.371941968,0,20302345.71026335,4.123892966317445
milp,18,CYCLE,6,4923102.371941968,1927,4923102.371941968,1.0000000755503273
minsel,18,CYCLE,6,4923102.371941968,0,5076623.755958385,1.0311839478358127
simulated_annealing_quadratic,18,CYCLE,6,4923102.371941968,10298.046112060547,4923102.371941968,1.0000000755503273
digital_annealing_legacy,18,CYCLE,7,50273678.97557022,5198.815767288208,50273678.97557022,1.0000000194051888
digital_annealing_quadratic,18,CYCLE,7,50273678.97557022,4753.270183563232,50273678.97557022,1.0000000194051888
dpsizelinear,18,CYCLE,7,50273678.97557022,0,50273678.97557022,1.0000000194051888
genetic,18,CYCLE,7,50273678.97557022,8057,511764596.2285898,10.17957341869019
ikkbz,18,CYCLE,7,50273678.97557022,0,458812256.2882618,9.12629181991144
milp,18,CYCLE,7,50273678.97557022,603,50273678.97557022,1.0000000194051888
minsel,18,CYCLE,7,50273678.97557022,0,50273678.97557022,1.0000000194051888
simulated_annealing_quadratic,18,CYCLE,7,50273678.97557022,1944.2803859710693,50273678.97557022,1.0000000194051888
digital_annealing_legacy,18,CYCLE,8,162587153.10315508,807.6442337036133,162587153.10315508,1.0000000006344603
digital_annealing_quadratic,18,CYCLE,8,162587153.10315508,461.0,162587153.10315508,1.0000000006344603
dpsizelinear,18,CYCLE,8,162587153.10315508,0,162587153.10315508,1.0000000006344603
genetic,18,CYCLE,8,162587153.10315508,926,165055015.40500084,1.0151787048328524
ikkbz,18,CYCLE,8,162587153.10315508,0,536191772.06210774,3.2978729387192587
milp,18,CYCLE,8,162587153.10315508,2011,162594253.13216978,1.0000436696998427
minsel,18,CYCLE,8,162587153.10315508,0,172055413.77456644,1.0582349872044714
simulated_annealing_quadratic,18,CYCLE,8,162587153.10315508,3097.5594520568848,162587153.10315508,1.0000000006344603
digital_annealing_legacy,18,CYCLE,9,80692393.26395863,10259.97431564331,80856068.7289719,1.0020283910649657
digital_annealing_quadratic,18,CYCLE,9,80692393.26395863,534.6441059112549,80692393.26395863,1.0000000032711711
dpsizelinear,18,CYCLE,9,80692393.26395863,0,80692393.26395863,1.0000000032711711
genetic,18,CYCLE,9,80692393.26395863,721,660966100.2954807,8.191182287721727
ikkbz,18,CYCLE,9,80692393.26395863,0,89800409.9055049,1.1128733027598388
milp,18,CYCLE,9,80692393.26395863,4943,80692393.26395863,1.0000000032711711
minsel,18,CYCLE,9,80692393.26395863,0,89800409.9055049,1.1128733027598388
simulated_annealing_quadratic,18,CYCLE,9,80692393.26395863,10616.429567337036,80692393.26395863,1.0000000032711711
digital_annealing_legacy,22,CYCLE,0,250697355.41873693,7403.349191665649,250770391.40484262,1.000291332969359
digital_annealing_quadratic,22,CYCLE,0,250697355.41873693,590.0,250697355.41873693,1.0000000016702886
dpsizelinear,22,CYCLE,0,250697355.41873693,0,250697355.41873693,1.0000000016702886
genetic,22,CYCLE,0,250697355.41873693,2598,652619913.328898,2.60321818444753
ikkbz,22,CYCLE,0,250697355.41873693,0,250697355.41873693,1.0000000016702886
milp,22,CYCLE,0,250697355.41873693,12787,250698372.3770308,1.000004058188132
minsel,22,CYCLE,0,250697355.41873693,0,251676284.86750695,1.0039048272667535
simulated_annealing_quadratic,22,CYCLE,0,250697355.41873693,11652.2216796875,250697355.41873693,1.0000000016702886
digital_annealing_legacy,22,CYCLE,1,2159539580.1746254,3248.4133911132812,2564702354.906209,1.187615350354546
digital_annealing_quadratic,22,CYCLE,1,2159539580.1746254,1192.3870182037354,2159539580.1746254,1.0000000000808624
dpsizelinear,22,CYCLE,1,2159539580.1746254,0,2159539580.1746254,1.0000000000808624
genetic,22,CYCLE,1,2159539580.1746254,1463,10375562273.63631,4.804525172739048
ikkbz,22,CYCLE,1,2159539580.1746254,0,50419022236.34766,20
milp,22,CYCLE,1,2159539580.1746254,22344,2159539580.1746254,1.0000000000808624
minsel,22,CYCLE,1,2159539580.1746254,0,2564254555.7951994,1.1874079917512785
simulated_annealing_quadratic,22,CYCLE,1,2159539580.1746254,34925.50301551819,2159582995.4695196,1.0000201040397323
digital_annealing_legacy,22,CYCLE,2,39604010.03543231,3110.4290504455566,39604010.03543231,1.0000000008946648
digital_annealing_quadratic,22,CYCLE,2,39604010.03543231,4973.571060180664,40591147.10850412,1.02492518077094
dpsizelinear,22,CYCLE,2,39604010.03543231,0,39604010.03543231,1.0000000008946648
genetic,22,CYCLE,2,39604010.03543231,4971,40019592.01325472,1.0104934326916573
ikkbz,22,CYCLE,2,39604010.03543231,0,39604010.03543231,1.0000000008946648
milp,22,CYCLE,2,39604010.03543231,19314,40526950.339116774,1.02330421437417
minsel,22,CYCLE,2,39604010.03543231,0,92813960.85757495,2.343549576357923
simulated_annealing_quadratic,22,CYCLE,2,39604010.03543231,16182.245016098022,39604010.03543231,1.0000000008946648
digital_annealing_legacy,22,CYCLE,3,106050925.32746649,4665.410530090332,106497256.78058276,1.0042086552341034
digital_annealing_quadratic,22,CYCLE,3,106050925.32746649,3498.1856212615967,106051407.50804396,1.0000045497768544
dpsizelinear,22,CYCLE,3,106050925.32746649,0,106050925.32746649,1.000000003087823
genetic,22,CYCLE,3,106050925.32746649,1089,166919989.07656908,1.5739607087497736
ikkbz,22,CYCLE,3,106050925.32746649,0,988940109.4028825,9.325143645874682
milp,22,CYCLE,3,106050925.32746649,10064,106051329.8473695,1.0000038174807953
minsel,22,CYCLE,3,106050925.32746649,0,106564982.45758876,1.0048472699091382
simulated_annealing_quadratic,22,CYCLE,3,106050925.32746649,38225.88753700256,106050925.32746649,1.000000003087823
digital_annealing_legacy,22,CYCLE,4,18284385.267078884,801.1835460662842,18284385.267078884,1.0000000146069383
digital_annealing_quadratic,22,CYCLE,4,18284385.267078884,554.0,18284385.267078884,1.0000000146069383
dpsizelinear,22,CYCLE,4,18284385.267078884,0,18284385.267078884,1.0000000146069383
genetic,22,CYCLE,4,18284385.267078884,13127,21259212.23584383,1.1626976918197593
ikkbz,22,CYCLE,4,18284385.267078884,0,18284385.267078884,1.0000000146069383
milp,22,CYCLE,4,18284385.267078884,3540,18284385.267078884,1.0000000146069383
minsel,22,CYCLE,4,18284385.267078884,0,18284385.267078884,1.0000000146069383
simulated_annealing_quadratic,22,CYCLE,4,18284385.267078884,5912.100315093994,18284385.267078884,1.0000000146069383
digital_annealing_legacy,22,CYCLE,5,7953405.793859609,1854.0,7953405.793859609,1.000000099813804
digital_annealing_quadratic,22,CYCLE,5,7953405.793859609,1112.3327293395996,7953405.793859609,1.000000099813804
dpsizelinear,22,CYCLE,5,7953405.793859609,0,7953405.793859609,1.000000099813804
genetic,22,CYCLE,5,7953405.793859609,8632,54896391.17590232,6.902250190440738
ikkbz,22,CYCLE,5,7953405.793859609,0,7953405.793859609,1.000000099813804
milp,22,CYCLE,5,7953405.793859609,10006,7953405.793859609,1.000000099813804
minsel,22,CYCLE,5,7953405.793859609,0,7990790.730580966,1.0047005943468195
simulated_annealing_quadratic,22,CYCLE,5,7953405.793859609,5582.503795623779,7953405.793859609,1.000000099813804
digital_annealing_legacy,22,CYCLE,6,1229199745.212416,1044.6949367523193,1230375030.6899567,1.000956138898285
digital_annealing_quadratic,22,CYCLE,6,1229199745.212416,566.0,1230375030.6899567,1.000956138898285
dpsizelinear,22,CYCLE,6,1229199745.212416,0,1229199745.212416,1.0000000001728082
genetic,22,CYCLE,6,1229199745.212416,9018,1417483882.9035728,1.153176193429468
ikkbz,22,CYCLE,6,1229199745.212416,0,226640677232.78912,20
milp,22,CYCLE,6,1229199745.212416,10005,1229199745.212416,1.0000000001728082
minsel,22,CYCLE,6,1229199745.212416,0,1230375030.6899567,1.000956138898285
simulated_annealing_quadratic,22,CYCLE,6,1229199745.212416,8171.897172927856,1229199745.212416,1.0000000001728082
digital_annealing_legacy,22,CYCLE,7,2252188867.8618913,3256.050491333008,4645212718.797043,2.0625324931050923
digital_annealing_quadratic,22,CYCLE,7,2252188867.8618913,616.6526794433594,2252188867.8618913,1.0000000003826905
dpsizelinear,22,CYCLE,7,2252188867.8618913,0,4645211087.756119,2.0625317689025406
genetic,22,CYCLE,7,2252188867.8618913,7069,4141840956.982209,1.8390291407928396
ikkbz,22,CYCLE,7,2252188867.8618913,0,2617467288359.5835,20
milp,22,CYCLE,7,2252188867.8618913,6713,2252188867.8618913,1.0000000003826905
minsel,22,CYCLE,7,2252188867.8618913,0,4703065278.501614,2.0882197525317996
simulated_annealing_quadratic,22,CYCLE,7,2252188867.8618913,42782.952070236206,2252188867.8618913,1.0000000003826905
digital_annealing_legacy,22,CYCLE,8,33124349.745842494,1048.5900020599365,33251472.829111286,1.0038377759246313
digital_annealing_quadratic,22,CYCLE,8,33124349.745842494,1124.3205699920654,33124349.745842494,1.0000000225164423
dpsizelinear,22,CYCLE,8,33124349.745842494,0,33209600.39106009,1.0025736774799738
genetic,22,CYCLE,8,33124349.745842494,10621,41817636.50096365,1.2624440257214913
ikkbz,22,CYCLE,8,33124349.745842494,0,594032825.9337441,17.933418885718904
milp,22,CYCLE,8,33124349.745842494,2001,33124349.745842494,1.0000000225164423
minsel,22,CYCLE,8,33124349.745842494,0,33209600.39106009,1.0025736774799738
simulated_annealing_quadratic,22,CYCLE,8,33124349.745842494,47085.381746292114,33167978.986344896,1.0013171575491158
digital_annealing_legacy,22,CYCLE,9,223105669.3051809,1027.5707206726074,223105669.3051809,1.000000001367876
digital_annealing_quadratic,22,CYCLE,9,223105669.3051809,1204.9707946777344,223105669.3051809,1.000000001367876
dpsizelinear,22,CYCLE,9,223105669.3051809,0,223105669.3051809,1.000000001367876
genetic,22,CYCLE,9,223105669.3051809,169,2623123910.682028,11.757316263810525
ikkbz,22,CYCLE,9,223105669.3051809,0,223105669.3051809,1.000000001367876
milp,22,CYCLE,9,223105669.3051809,51,223105669.3051809,1.000000001367876
minsel,22,CYCLE,9,223105669.3051809,0,223105669.3051809,1.000000001367876
simulated_annealing_quadratic,22,CYCLE,9,223105669.3051809,6078.805685043335,223105669.3051809,1.000000001367876
digital_annealing_legacy,26,CYCLE,0,19088808718.592987,1215.532024383545,22969549160.399147,1.2032992472044501
digital_annealing_quadratic,26,CYCLE,0,19088808718.592987,772.0,19088808718.592987,1.0000000000310647
dpsizelinear,26,CYCLE,0,19088808718.592987,0,22969549160.399147,1.2032992472044501
genetic,26,CYCLE,0,19088808718.592987,7090,79726895376.47069,4.176630221103915
ikkbz,26,CYCLE,0,19088808718.592987,0,22969549160.399147,1.2032992472044501
milp,26,CYCLE,0,19088808718.592987,10017,19088808718.592987,1.0000000000310647
minsel,26,CYCLE,0,19088808718.592987,0,22969549160.399147,1.2032992472044501
simulated_annealing_quadratic,26,CYCLE,0,19088808718.592987,56184.062004089355,19091673302.81932,1.0001500661912244
digital_annealing_legacy,26,CYCLE,1,3205620441257.333,8531.24623298645,9909462218757.297,3.091277461055733
digital_annealing_quadratic,26,CYCLE,1,3205620441257.333,4218.310991287231,3205620441257.333,1.000000000000104
dpsizelinear,26,CYCLE,1,3205620441257.333,0,9909462218757.297,3.091277461055733
genetic,26,CYCLE,1,3205620441257.333,36673,3205950216593.7427,1.000102874105898
ikkbz,26,CYCLE,1,3205620441257.333,0,18030391088977.04,5.624618203990144
milp,26,CYCLE,1,3205620441257.333,2011,3207610296144.4375,1.0006207393931694
minsel,26,CYCLE,1,3205620441257.333,0,10358992838541.996,3.231509477921843
simulated_annealing_quadratic,26,CYCLE,1,3205620441257.333,50957.6575756073,3205889687288.7373,1.0000839918626272
digital_annealing_legacy,26,CYCLE,2,8183829.47191235,5035.287553787231,8205740.046967704,1.0026773588460491
digital_annealing_quadratic,26,CYCLE,2,8183829.47191235,2380.6668853759766,8185298.383051989,1.0001795471352088
dpsizelinear,26,CYCLE,2,8183829.47191235,0,8183829.47191235,1.0000000576640042
genetic,26,CYCLE,2,8183829.47191235,15896,26699555.232647307,3.2624771647412607
ikkbz,26,CYCLE,2,8183829.47191235,0,77874825.28920843,9.515695561235264
milp,26,CYCLE,2,8183829.47191235,30020,8183829.47191235,1.0000000576640042
minsel,26,CYCLE,2,8183829.47191235,0,9561345.41202447,1.1683217491499969
simulated_annealing_quadratic,26,CYCLE,2,8183829.47191235,36002.6171207428,8185298.383051989,1.0001795471352088
digital_annealing_legacy,26,CYCLE,3,66545487308.959625,6469.53337097168,66545487308.959625,1.0000000000144207
digital_annealing_quadratic,26,CYCLE,3,66545487308.959625,763.0,66545487308.959625,1.0000000000144207
dpsizelinear,26,CYCLE,3,66545487308.959625,0,66545487308.959625,1.0000000000144207
genetic,26,CYCLE,3,66545487308.959625,52042,203802444636.72742,3.0626035345333866
ikkbz,26,CYCLE,3,66545487308.959625,0,1375991481016.4983,20
milp,26,CYCLE,3,66545487308.959625,20004,66545487308.959625,1.0000000000144207
minsel,26,CYCLE,3,66545487308.959625,0,66545487308.959625,1.0000000000144207
simulated_annealing_quadratic,26,CYCLE,3,66545487308.959625,23598.69408607483,66545487308.959625,1.0000000000144207
digital_annealing_legacy,26,CYCLE,4,2180260441057.7603,38111.26983451843,6700081611894.613,3.0730647980047667
digital_annealing_quadratic,26,CYCLE,4,2180260441057.7603,2514.0,2180260441057.7603,1.0000000000003486
dpsizelinear,26,CYCLE,4,2180260441057.7603,0,6700081611894.613,3.0730647980047667
genetic,26,CYCLE,4,2180260441057.7603,12256,2182707365970.1128,1.0011223085403167
ikkbz,26,CYCLE,4,2180260441057.7603,0,154963293810449.53,20
milp,26,CYCLE,4,2180260441057.7603,6351,2190803345926.1648,1.0048356171907855
minsel,26,CYCLE,4,2180260441057.7603,0,7177048306679.511,3.2918307242230407
simulated_annealing_quadratic,26,CYCLE,4,2180260441057.7603,51157.14621543884,2181317021742.3962,1.0004846121433475
digital_annealing_legacy,26,CYCLE,5,4071727233.7147756,3852.1431159973145,4071796585.575094,1.0000170327163695
digital_annealing_quadratic,26,CYCLE,5,4071727233.7147756,1529.7307434082031,4071727233.7147756,1.000000000175546
dpsizelinear,26,CYCLE,5,4071727233.7147756,0,4071727233.7147756,1.000000000175546
genetic,26,CYCLE,5,4071727233.7147756,39055,6723804273.7826805,1.6513395640278836
ikkbz,26,CYCLE,5,4071727233.7147756,0,107028843645.9512,20
milp,26,CYCLE,5,4071727233.7147756,38824,4071764232.0034113,1.000009086807955
minsel,26,CYCLE,5,4071727233.7147756,0,4071796585.575094,1.0000170327163695
simulated_annealing_quadratic,26,CYCLE,5,4071727233.7147756,11997.678995132446,4071727233.7147756,1.000000000175546
digital_annealing_legacy,26,CYCLE,6,985244794.7807423,1022.59641456604,985244794.7807423,1.0000000007924348
digital_annealing_quadratic,26,CYCLE,6,985244794.7807423,802.6262454986572,985244794.7807423,1.0000000007924348
dpsizelinear,26,CYCLE,6,985244794.7807423,0,985244794.7807423,1.0000000007924348
genetic,26,CYCLE,6,985244794.7807423,20855,138343835432.5437,20
ikkbz,26,CYCLE,6,985244794.7807423,0,2604552302.004523,2.6435585530275056
milp,26,CYCLE,6,985244794.7807423,50024,985248369.248956,1.0000036287925373
minsel,26,CYCLE,6,985244794.7807423,0,985244794.7807423,1.0000000007924348
simulated_annealing_quadratic,26,CYCLE,6,985244794.7807423,8619.400262832642,985244794.7807423,1.0000000007924348
digital_annealing_legacy,26,CYCLE,7,327612310.66053396,6596.08017539978,327712496.5932082,1.0003058083904361
digital_annealing_quadratic,26,CYCLE,7,327612310.66053396,827.0,327612310.66053396,1.000000002016206
dpsizelinear,26,CYCLE,7,327612310.66053396,0,327612310.66053396,1.000000002016206
genetic,26,CYCLE,7,327612310.66053396,3353,706095115.1407639,2.1552765069809614
ikkbz,26,CYCLE,7,327612310.66053396,0,4437437424.548857,13.544782320752406
milp,26,CYCLE,7,327612310.66053396,20006,327615430.7841617,1.0000095258452335
minsel,26,CYCLE,7,327612310.66053396,0,408688046.35614383,1.2474746335268776
simulated_annealing_quadratic,26,CYCLE,7,327612310.66053396,32030.130863189697,327612310.66053396,1.000000002016206
digital_annealing_legacy,26,CYCLE,8,396146029.71960926,1132.7260398864746,396146029.71960926,1.0000000018165252
digital_annealing_quadratic,26,CYCLE,8,396146029.71960926,825.7992267608643,396146029.71960926,1.0000000018165252
dpsizelinear,26,CYCLE,8,396146029.71960926,0,396146029.71960926,1.0000000018165252
genetic,26,CYCLE,8,396146029.71960926,53994,724684950.0731881,1.8293379133511094
ikkbz,26,CYCLE,8,396146029.71960926,0,396146029.71960926,1.0000000018165252
milp,26,CYCLE,8,396146029.71960926,30074,396146029.71960926,1.0000000018165252
minsel,26,CYCLE,8,396146029.71960926,0,982923492.9682847,2.481215059632176
simulated_annealing_quadratic,26,CYCLE,8,396146029.71960926,8264.89543914795,396146029.71960926,1.0000000018165252
digital_annealing_legacy,26,CYCLE,9,15372943.034619931,3829.0513134002686,15372943.034619931,1.0000000022520041
digital_annealing_quadratic,26,CYCLE,9,15372943.034619931,869.0116176605225,15372943.034619931,1.0000000022520041
dpsizelinear,26,CYCLE,9,15372943.034619931,0,15372943.034619931,1.0000000022520041
genetic,26,CYCLE,9,15372943.034619931,11239,149676552.5288669,9.736362941621971
ikkbz,26,CYCLE,9,15372943.034619931,0,43965316.512852184,2.859915405453086
milp,26,CYCLE,9,15372943.034619931,20033,15372943.034619931,1.0000000022520041
minsel,26,CYCLE,9,15372943.034619931,0,15378069.392998038,1.000333468549128
simulated_annealing_quadratic,26,CYCLE,9,15372943.034619931,45565.67144393921,15372943.034619931,1.0000000022520041
digital_annealing_legacy,30,CYCLE,0,4437051757.482355,8343.1764793396,4442752358.99318,1.0012847724807779
digital_annealing_quadratic,30,CYCLE,0,4437051757.482355,1147.128095626831,4443666265.844095,1.001490744126133
dpsizelinear,30,CYCLE,0,4437051757.482355,1,4437051757.482355,1.0000000001087108
genetic,30,CYCLE,0,4437051757.482355,7710,1002249817431.9261,20
ikkbz,30,CYCLE,0,4437051757.482355,0,78110113888.75587,17.604057416172232
milp,30,CYCLE,0,4437051757.482355,40024,4569036013.087525,1.029745935660837
minsel,30,CYCLE,0,4437051757.482355,0,4443666265.844095,1.001490744126133
simulated_annealing_quadratic,30,CYCLE,0,4437051757.482355,23916.93425178528,4442729850.93619,1.0012796997301714
digital_annealing_legacy,30,CYCLE,1,2912255104.8050237,2044.0906562805176,2912255104.8050237,1.0000000002764262
digital_annealing_quadratic,30,CYCLE,1,2912255104.8050237,2137.0,2912255104.8050237,1.0000000002764262
dpsizelinear,30,CYCLE,1,2912255104.8050237,1,2912255104.8050237,1.0000000002764262
genetic,30,CYCLE,1,2912255104.8050237,6755,3032971042.473053,1.04145101790954
ikkbz,30,CYCLE,1,2912255104.8050237,0,16277008491.614529,5.589142403513332
milp,30,CYCLE,1,2912255104.8050237,34308,2912270918.5990396,1.0000054303618586
minsel,30,CYCLE,1,2912255104.8050237,0,2912255104.8050237,1.0000000002764262
simulated_annealing_quadratic,30,CYCLE,1,2912255104.8050237,9065.418004989624,2912255104.8050237,1.0000000002764262
digital_annealing_legacy,30,CYCLE,2,9747231843.037447,10303.11008644104,9747231843.037447,1.0000000000038418
digital_annealing_quadratic,30,CYCLE,2,9747231843.037447,2069.475700378418,9747231843.037447,1.0000000000038418
dpsizelinear,30,CYCLE,2,9747231843.037447,1,9747231843.037447,1.0000000000038418
genetic,30,CYCLE,2,9747231843.037447,28096,17549701203.49532,1.8004805350042723
ikkbz,30,CYCLE,2,9747231843.037447,0,66760807644.534904,6.849206905084478
milp,30,CYCLE,2,9747231843.037447,40120,9777442468.080915,1.0030994056125393
minsel,30,CYCLE,2,9747231843.037447,0,9747231843.037447,1.0000000000038418
simulated_annealing_quadratic,30,CYCLE,2,9747231843.037447,13378.206014633179,9747231843.037447,1.0000000000038418
digital_annealing_legacy,30,CYCLE,3,4371624082.680714,1905.9945487976074,4501200503.284677,1.0296403393462403
digital_annealing_quadratic,30,CYCLE,3,4371624082.680714,1249.645824432373,4371624082.680714,1.0000000001557119
dpsizelinear,30,CYCLE,3,4371624082.680714,1,4371624082.680714,1.0000000001557119
